objid,ra,dec,size,color
1237661957218959668,194.059204288403,50.8934134417625,7.359869,-0.4306087
1237660191987663093,310.535879024673,-1.07436274602167,5.432378,1.390853
1237663889954243231,20.6091531462725,-1.0696485522616,7.358817,0.138546
1237663889954243235,20.6132011400814,-1.19938804452763,7.358817,0.3458958
1237662305648116930,201.902759820088,40.399812806683,7.359334,0.2704926
1237645876861403875,336.805778496,-1.03206702270609,7.357275,1.573416
1237679433441018144,351.520477520956,-3.57922161291999,5.73123,1.232533
1237645876861404021,336.784683878869,-0.878936311484127,11.30334,3.80995
1237645876861404032,336.809139517807,-0.843079050426719,11.30334,1.811558
1237663228529934728,247.192124948105,75.6442098195017,6.719829,1.190067
1237663228529934732,246.923415123132,75.7691840557552,7.360594,0.7615833
1237663228529934735,246.978029760837,75.7508863411352,5.401412,0.8817959
1237661957218960021,194.256566147746,50.9505443144178,7.359869,1.097994
1237678578742330715,329.175240539442,19.509573371467,7.358742,2.457735
1237680263996309743,350.802814670677,-6.90295048868406,7.360272,0.1657658
1237654187634589864,173.588117200175,-0.945769198869112,43.77727,1.348774
1237654187634589870,173.59903192351,-1.02674285569962,7.360467,0.8981514
1237654187634589874,173.613650666299,-1.10111962099428,7.360467,0.873045
1237661351628636866,165.308193223163,54.7393995730784,7.359295,1.690521
1237645876861469189,336.990859897407,-1.03631873981587,7.356841,0.2776794
1237678578742331005,329.21938727639,19.4747826510346,7.358742,1.564716
1237662695954645928,216.991402243288,31.8902640513996,7.357577,3.126814
1237662695954645929,216.976042310321,31.8514736738108,7.357577,0.8228493
1237666300525216167,340.896563118224,-0.207088123384753,7.354585,0.6924763
1237664972286132831,233.221736017268,24.0388756411845,18.02235,1.170263
1237664972286132836,233.163377421609,23.9073931645289,106.7461,0.9096966
1237664972286132849,233.182960368905,23.9073995421162,11.30817,2.35828
1237654187634655319,173.704830531746,-1.0632999836853,5.412999,0.476284
1237654187634655321,173.705095773924,-0.956447002334594,11.30765,1.293232
1237654187634655334,173.768110252931,-0.968255694445054,9.136961,0.2809353
1237654187634655348,173.645607511894,-1.05398379287521,6.509688,1.293308
