id,rowOrder,objid,ra,dec,size,color
Table920,919,1237671930132889714,158.38032857558665,7.935105039928648,11.3038254,0.6168957
Table942,941,1237660750333018420,66.43247629776447,22.81493248488212,4.58459854,-0.7116356
Table948,947,1237660750333018427,66.41491666979222,22.811086917914867,43.77422,-1.09339333
Table949,948,1237660750333018429,66.43705515853817,22.81574958872218,4.58459854,0.6449261
Table963,962,1237669516361269514,344.333720636153,5.972749671846051,4.58356571,0.226678848
Table971,970,1237679433440755942,350.8469596349488,-3.641735540515692,10.0303135,0.541538239
Table972,971,1237679433440755944,350.84880454574807,-3.5540502824196376,4.58119345,0.5388069
Table974,973,1237679433440755950,350.8593819401103,-3.591139417246098,3.065062,0.7105446
Table979,978,1237679433440755962,350.8798475849103,-3.652930640365829,9.161176,0.4446354
Table990,989,1237663889954111750,20.340492551643138,-1.2532936422356016,4.40744829,0.519001
Table998,997,1237664972285870232,232.65183504910416,24.219177391542928,3.39301968,0.7508087
Table1000,999,1237664972285870251,232.66835300315643,24.096296441009915,4.003274,0.5565338
