z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63
-2.1005256,-5.5482054,0.5963484,0.42839777,4.758977,-2.4040537,-2.4914868,4.4021816,-0.31690878,-4.4091215,-0.90503263,-2.856837,1.3594398,0.24137369,-0.90130615,-1.9694569,0.16435814,1.8503903,1.3159051,1.6042678,-2.7845597,-4.1092267,1.2704244,5.5471363,-6.578231,2.761663,4.8916936,2.9383256,-2.6619844,2.8806427,3.6888878,-4.9563246,1.7220881,-4.4428463,3.33297,-0.12367756,0.45292985,-1.4427009,1.1992098,-2.6294122,3.5363302,5.0997877,-2.0055227,3.9697776,4.7085595,-2.6712797,-1.0521702,4.0973835,-0.8899454,-2.9445958,-1.310594,0.8873627,1.359276,3.7404532,-4.4616175,-3.2751656,-1.0100327,4.3383436,1.1664315,4.5009084,-4.9942493,3.2616334,-0.1438769,-0.0258407
0.14277644,-2.2920222,-0.8189393,3.806836,3.8844848,1.1276809,5.4218454,-2.5254369,-3.8359385,-3.7118037,-1.118665,3.345529,7.483611,-2.77662,-7.4889355,1.5719819,4.793825,-4.4073315,-2.7062213,1.1280318,4.929452,-1.2023001,-5.115989,3.511021,-4.929062,-6.819977,-5.692169,-1.723198,1.4399462,1.8531152,1.9330513,-5.3341417,-3.198111,0.66958183,-0.56857646,-1.2325506,2.5430589,3.6998487,-7.7585387,-1.455435,3.8325815,-0.39566404,-2.9433122,3.4398434,0.873641,-2.1834564,1.6343311,1.5366844,0.10585463,-1.8947293,0.90584767,2.722163,0.78965855,1.5376642,-1.820168,1.3033237,3.9201465,4.621511,0.74181235,1.8415731,-1.6001914,0.7158055,0.9349983,4.485003
1.241241,0.23608726,2.3610682,-2.7400289,-0.44255495,2.32911,-0.99960375,2.903998,3.8583016,-2.7500358,0.8188531,1.1433787,2.153852,-0.14485395,2.4611723,-1.4714532,1.0055292,-0.024770904,-2.4883118,-0.5887122,0.11315827,-0.43103492,-2.6800313,0.07994628,0.1507242,-2.3248937,0.00081139803,-1.0272884,-4.3350573,-2.0308235,1.3038396,-3.5153918,-0.24444073,2.102962,-0.6965535,-1.7346139,-1.003422,-1.9928782,-1.3724916,-1.1223805,0.22132245,0.76925033,-3.7107918,-0.44315746,3.0539308,-3.7468143,-1.2965522,0.3661489,0.017036166,0.34208626,-3.082028,0.9623376,-2.616589,1.4823452,-1.6093385,1.4821618,-1.1687123,-0.9585501,-0.37408525,2.14545,-2.496449,0.3993134,0.83544177,1.4015886
-2.8162525,-3.9485183,-0.4080279,-0.2014322,5.2275524,0.282444,-1.8397688,-1.5758775,-1.9322753,-1.5958958,0.95168144,-0.06412476,-0.2460239,-1.3188503,-0.23251006,-2.9960513,1.4334584,2.9813514,7.878422,-4.422644,-2.3739855,-3.1440032,1.1734964,-1.2085987,-0.81309307,0.8216239,5.5590916,-0.18163347,-2.526885,4.5365205,-4.4425883,3.1605232,1.1248183,-2.8189497,0.9153773,2.4664726,-1.0143116,0.2096048,2.7649083,1.4148865,-1.9296441,2.8125682,2.1038015,-2.2164915,0.19159172,-1.930282,-1.060114,3.006593,-2.2053354,0.69264793,-1.4535898,-1.4995731,-0.40100807,0.8810229,-2.6082497,1.2714832,-0.79434305,-0.8759493,2.5490775,1.4661341,-1.9087418,4.008316,-0.22079149,-6.4212403
-3.8947659,-3.846881,-2.6621652,0.57204694,-3.8658469,-2.7840996,2.2275074,0.8537115,-1.1645715,-5.326467,-0.29772556,0.19532514,0.121345505,-4.3661776,-1.0794121,-2.3675737,4.611666,0.591425,-2.2750335,5.545431,-2.8411138,0.119000986,3.2745202,-0.6870783,-1.2840811,1.3752999,-3.4946828,1.656251,-0.5885056,3.1776328,-0.26164222,-5.2665024,2.550403,0.22038072,1.2333765,3.2173102,2.3367345,-3.2694838,-0.63905555,1.2076663,0.45623165,2.1742857,-1.9290688,0.12553436,-0.15717971,-5.0224514,1.9423015,2.6467006,0.22754544,4.8932133,-1.3928027,2.8874576,-1.9416494,2.8306007,-0.45531082,-5.7493114,1.252379,4.7122583,2.0337322,3.4112964,0.26173937,-0.056776524,-3.3362436,4.5906324
-4.053096,-4.7678866,-2.647321,-0.22676456,2.4021144,-2.760538,-1.9440854,-1.5303218,-1.603106,-3.932435,0.33020768,0.075313985,-1.8678,-3.7177231,-1.353712,-2.4162066,4.5214295,2.9739962,7.008184,-1.4872942,-3.989174,-3.4166393,4.4729652,-1.9314191,0.6362749,2.0950532,2.894,0.6200108,-1.1293064,6.242951,-5.1691527,1.7414916,2.52006,-2.9438088,0.02233456,3.3760362,-0.8863359,-1.7634356,2.681316,2.3249934,-1.8879,4.4043236,1.3307691,-2.1043296,-0.11274421,-3.872597,-0.46275035,3.6812913,-1.737592,4.3598714,-1.7781389,0.6520138,-1.1027272,1.3453403,-2.0547867,-1.9932122,-0.69216937,1.6461107,3.258472,1.2831911,-0.65299535,2.7465158,-1.4831474,-4.2614026
0.42999476,1.159393,0.5180891,-2.3951812,-3.647338,2.787556,-0.8257562,0.52271783,1.1290774,-2.5840745,2.7075863,0.9928949,-0.0579134,-0.5858863,1.906005,-1.1350498,0.6742099,0.2469777,-0.63097596,-1.7798313,-0.950665,-0.09278321,-0.4291286,-3.1981833,1.9339731,-0.1189398,0.44737673,-0.09877138,-2.0290499,-1.42538,-1.2021043,-0.57547647,0.807775,0.8907767,-0.39300245,1.0477749,-2.0322597,-2.612413,0.50762475,-0.88310903,-3.20219,0.8513789,-1.4260486,-2.8927193,-0.7787509,-2.6728382,-1.1657934,1.2559559,0.8403457,1.9310042,-0.6099266,1.3372569,-3.809063,-0.42341602,-1.8716125,0.17394061,-1.2035377,0.013959348,1.0489521,2.1797552,0.56915176,-0.5939856,0.1082762,0.13943717
-4.4234867,-3.814875,0.3020357,0.82258123,1.9920478,-1.1621363,-1.6551282,0.9607272,-1.3369588,-5.0039425,1.6934583,0.9919686,-1.4356508,-1.770817,0.19212365,-3.4047022,3.773449,2.4599397,5.7493734,-2.1481223,-4.0728273,-2.993537,2.4105744,-0.38441962,0.25877094,2.6879168,4.9389834,0.8643588,-3.4031773,4.3755355,-2.739075,0.63554424,1.47676,-3.850311,1.1177746,3.5290756,-0.6461915,-3.3304555,3.289822,-0.63882357,-3.5629594,3.9425082,-0.76245123,-2.4880977,-0.35774863,-1.2750964,1.0137153,5.54751,0.0006171018,5.1983604,0.3379134,0.531219,-1.8591473,0.8791803,-4.1462216,-2.2745843,-1.6743827,1.7467124,2.3589041,2.0830033,-1.242373,2.491677,-0.29217786,-3.895545
-1.3429625,-0.72802484,-3.4028602,-1.9537196,-2.929373,-0.2358684,-0.25261158,-2.677534,-1.0939629,-2.9255016,1.7095811,0.44097567,-1.2118547,-2.1415308,-1.1587222,-0.6959843,1.8498542,1.3845072,1.1992773,-0.4988752,-2.0332727,-1.0683329,2.5937407,-4.8500257,1.64288,0.037462234,-0.99079585,0.7738089,1.5561705,1.7589419,-4.106412,1.1697558,1.9545375,0.62606543,-1.0694991,2.4969108,-1.646186,-1.1613594,0.5886968,1.4296443,-2.0945508,1.7453341,1.0745497,-2.4283292,-0.9020125,-3.8065138,-2.4003897,0.9297688,-0.14848065,2.138601,-1.074796,1.6102767,-2.3619745,-0.21538085,-0.93972754,-1.2687781,-0.16140535,1.53826,2.5691981,1.4051328,2.1267645,-0.09007299,-2.0363154,-0.47613734
1.3461502,-1.447757,-0.15627617,3.2134166,3.7855692,1.6408591,5.2790413,-2.0843601,-2.457328,-3.3702483,-0.9168793,4.1192703,7.4650455,-2.4289327,-7.596184,1.8284898,4.057089,-4.4429817,-3.2476287,0.28225273,5.5921993,-1.1214594,-6.180355,3.4255295,-3.8863287,-7.8740215,-6.1352673,-1.7774322,1.333358,0.8913154,2.002254,-4.724543,-3.8813205,1.4675276,-1.6055634,-1.9930894,1.7870517,4.0725455,-8.124129,-1.9213401,3.4021444,-0.15301445,-3.4205694,3.4061852,1.1191155,-2.405575,1.2271367,1.1840963,0.6435919,-2.0004902,0.6967824,2.5060935,0.3020215,0.85628283,-1.5977503,2.4976802,3.5706797,3.2554653,0.63995755,1.5860243,-1.947607,-0.06301916,1.5866163,4.1765614
0.16403615,-1.6972597,0.8283336,-2.6733415,-0.5223795,0.33626837,0.019172326,3.2733667,2.808545,-4.3516145,-0.19114166,0.033505753,3.313775,-0.9597759,1.5506561,-2.1115136,2.6433077,0.8282874,-3.9413347,3.3313737,-1.0858557,-0.35749024,-2.1647663,0.522683,-2.0887108,-1.3708547,-1.801432,-0.4767206,-4.3502283,-0.74026734,1.6721673,-6.9210157,0.71949404,1.8547126,0.5256485,-1.2150819,0.7392006,-2.6790783,-2.049216,-0.97679096,2.1147053,2.481947,-4.495741,1.2937086,4.553671,-5.7643843,-1.0785089,0.6714103,-0.7865727,-0.389441,-4.2035284,2.0801575,-2.1318123,3.7105923,-2.1047823,-1.1643717,-0.50381446,1.1275027,0.7465304,4.130105,-3.0349846,1.1745335,-0.7906637,3.8065407
-0.25670442,0.116520494,2.8227124,-1.6544706,-1.941112,3.7233787,-1.8917267,2.992951,1.5751289,-3.7602983,3.1027021,1.3641812,0.16817144,-0.31813318,3.568652,-2.542643,0.4896133,0.7240374,1.1005583,-3.2490566,-1.6827097,-0.5305674,-1.7058213,-1.5504371,0.8118808,1.2060691,3.4907506,0.16267788,-4.68219,-1.033268,0.2128653,-1.5439944,0.6175502,-0.8414679,1.084007,1.4319853,-2.2822895,-3.691267,2.1641884,-2.3347516,-4.4917984,1.5002414,-2.677305,-3.246675,-0.21556324,-1.3193359,-0.10112953,3.3577442,0.8521892,2.6301405,0.041449606,0.8889774,-3.969355,-0.17576215,-3.8320923,0.18945664,-2.2859674,-0.02353952,0.75448155,3.064755,-0.9508759,0.77216506,0.9737564,-1.1590916
0.76133364,-1.112281,0.48463202,-2.852117,0.9925093,2.2140877,-2.3300896,0.36124697,1.3624752,-1.4318824,1.1406202,0.0973472,0.38182127,-1.4290986,1.6849985,-1.5086515,0.035099447,2.0720024,3.0816803,-3.2604394,-0.77557755,-1.3602021,-0.657913,-2.363791,-0.054222167,-0.27593768,2.3465676,-0.2968555,-2.7381468,0.73726606,-1.7984552,0.1735344,0.7331369,-0.18025789,0.44602096,0.6519289,-2.0498605,-0.626413,1.4476607,1.0356458,-1.4232724,1.7677852,-0.26697338,-1.968694,1.1280662,-3.44979,-2.1198876,1.2310475,-1.4364133,-0.6906456,-2.1951113,-0.12606955,-2.1165457,0.80747664,-1.6315303,1.6372033,-1.587285,-1.77561,1.2900708,2.1504486,-1.5629647,2.4080977,-0.05269116,-3.054019
-5.6842594,-3.0601754,-0.90325046,5.1747556,7.821092,-3.116268,3.590527,-5.3040066,-6.479614,-1.0888455,-0.14132553,-1.5877929,3.0700448,-1.1774497,-4.4437313,-3.9403791,3.5712318,0.80326915,5.7076073,-1.9753814,-1.4073128,-2.521914,2.761528,1.5935227,-0.89396036,0.31640828,1.9096153,-1.5738807,-2.6213965,5.262402,-4.979763,1.6552914,-0.49825835,-4.3564568,1.4063605,3.067812,2.9837909,0.83439845,0.049411476,0.38722658,0.2996682,1.2448177,3.134445,-1.0301347,-0.55719626,0.054008186,1.5728214,0.75366724,-2.6969967,0.86826396,0.98423004,-1.7474374,1.5689304,1.6962957,-4.7042155,0.97142607,2.1304455,0.8632426,2.767406,1.6486466,-1.225923,3.7240658,1.037319,-2.0662882
-0.13844204,-0.86464185,-4.125269,-3.3464355,-2.388742,-0.27521288,0.105651096,-3.8648305,-0.45484868,-1.9099925,1.0508186,-0.18187475,-0.8243334,-3.3299665,-1.5343463,-0.27989185,1.1840239,1.9432179,1.4611928,-0.020591915,-1.3550812,-1.2083211,2.4075315,-5.8334513,1.4813018,-1.0347677,-2.544176,0.2564232,1.8319577,1.8777697,-4.8324046,0.97875935,1.5850148,1.9576702,-1.3356804,1.60153,-1.4564686,0.09545264,-0.45652768,3.3484664,-0.09579086,1.5961843,2.184393,-1.8778108,0.052467823,-6.0579815,-3.5722055,-0.61747265,-1.1450603,-0.25492296,-2.994781,1.3882111,-1.8777637,0.7261816,0.27631795,0.15292233,0.16285813,0.057943195,2.760302,1.5219054,1.136239,0.44250786,-2.7658832,-0.64162993
-0.86568993,0.55782896,-1.2790563,-1.7583473,-3.498928,1.3870615,-0.3930866,-1.0686886,-0.36769587,-2.564766,2.4841387,0.9696607,-0.92617095,-0.7572279,0.4551652,-0.7605435,1.0225432,0.30060703,0.37432352,-1.1168952,-1.3344849,-0.39888632,0.9167464,-3.4899423,1.8994043,0.19483027,0.31932443,0.81502825,0.06541854,0.12649637,-2.46481,0.7429012,1.2315903,0.5316227,-0.7481325,1.8224299,-1.6710057,-1.806576,0.88325095,-0.27780828,-3.2259374,1.0512683,-0.15220621,-2.6544704,-1.4497344,-2.0121884,-1.299865,1.59358,0.876129,2.578965,-0.050108254,1.4795444,-2.9862735,-0.7566467,-1.5804623,-0.8806925,-0.6313632,0.9776255,1.6077149,1.4047499,1.726719,-0.8027495,-0.5754345,-0.314798
-0.584268,-2.6333342,2.10532,-1.3746058,1.8328757,-0.13135225,-0.9270468,3.9016705,2.425892,-3.5972233,-0.4628903,-0.37236032,2.0019975,-0.70557225,1.4179254,-2.2451162,1.4168469,1.0410869,-1.1571598,1.664145,-1.2669803,-1.4629161,-1.3441625,2.6914194,-2.793901,-0.07929969,1.2437589,0.60839224,-4.2809997,0.39458874,2.3907156,-4.908284,0.59770966,-0.06406921,1.5910839,-1.0140511,0.7880546,-2.0132568,-0.4760278,-1.3737667,1.828192,2.542158,-3.3764508,1.7072111,3.9999886,-3.3988738,-0.4915788,1.9580383,-0.3041157,-0.35636103,-2.5478816,0.9937713,-1.051428,3.2464948,-2.5865126,-1.2446469,-1.2697808,1.1690354,0.088831246,2.9577565,-4.264786,1.6880622,0.010609299,1.8381883
