z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63
2.1043086,-7.3054657,-0.83142465,1.6079471,-7.310158,-0.99176013,1.3713729,-2.2690597,0.47868952,-0.04556564,4.6046643,2.3898625,-3.2238097,8.55201,-4.7995296,4.835025,-7.7083616,0.22243172,-0.77794814,-1.5066671,-2.6526732,7.2492867,-0.5953969,1.4897958,0.91691923,1.6701422,1.5158838,3.9787207,-4.0001493,-3.5232482,-0.8801266,1.8352968,-0.50147116,2.4000673,-5.6871686,-0.9341902,3.1167178,4.4591703,-0.60374963,5.6064653,5.579552,2.6992147,0.35344273,3.0047917,2.1536741,0.9958056,1.1968496,-4.1932797,5.241759,-1.2579231,1.7391716,-1.8083186,0.59457684,-2.0114257,2.6278493,4.5454783,-3.1850677,2.9029932,-1.2034223,-2.9414966,-1.2960119,2.0968475,-3.3367286,-2.8036795
2.185172,3.0538554,-0.6979847,-1.7728995,3.1805258,-0.98076606,-3.3889823,-2.5140338,3.1496105,0.42667568,-2.9624658,1.9007258,2.2896156,1.9989109,5.6149073,1.078328,0.73442173,0.042975485,2.2955027,1.4803305,-0.5250459,-3.4942968,0.5831371,-4.9700685,-0.8422457,-0.5938252,0.6096208,-0.0856217,-7.433035,2.890148,0.29700625,2.6740124,-4.914157,3.1458888,-2.923349,-1.0703843,3.375225,-3.0396807,4.8267384,4.3967094,6.565938,0.2511263,-2.695302,5.0818095,-2.806735,-7.956172,2.9866858,1.6910131,4.0127053,-7.63016,6.058151,0.60391945,0.86941797,0.0989246,0.24840522,-4.4340043,-2.8919477,1.7997158,-0.43526286,-4.971567,4.742811,1.5970848,6.119565,-0.6724288
-4.1358604,-1.1915443,5.045197,7.890547,-4.091777,-2.9092584,-4.1520777,-3.446246,2.4128618,-2.7925394,3.3197098,-1.2906342,-5.095834,6.738249,0.82879466,2.986826,-0.6308408,-0.34279478,0.8531467,-0.55208623,-1.4419788,1.6601484,-0.9792731,6.9638977,5.4321275,1.980125,3.3959723,3.3156357,-2.5542889,4.2441826,-5.3696246,5.773432,-2.3259587,2.539988,-2.0547829,0.92913306,-2.6997473,6.397917,-0.39570588,0.33551535,5.5887423,5.9010744,1.6306481,1.5802472,-1.4869385,-4.4236336,2.4476638,-8.263371,-0.2162354,-3.618754,1.1033199,-0.39096415,-2.852006,-2.1996436,1.0993494,-0.0029147863,-4.7793326,-3.4491634,-1.6895877,-3.7236295,-6.6477427,0.5250464,-3.7427115,-3.2077937
5.1518774,-2.76741,-4.257384,-0.27071053,-5.1831026,-2.1308827,3.620366,-0.8967034,-0.9310686,3.7414722,3.9363046,2.4061828,1.3699766,7.1895356,-4.3275414,3.307384,-5.7879515,0.86622024,-0.17802191,2.337574,0.61176217,3.0042086,-0.60677695,-1.0690167,-0.7838019,-0.5889218,2.8409946,2.4071941,-1.0615981,-2.553731,-0.8649096,2.2443686,1.5527928,0.32557306,-2.0286357,-3.0512252,3.2463849,1.6630404,1.137177,5.5130415,3.6136203,1.2741134,-3.7491188,2.674025,2.310391,1.1008027,2.3036768,2.6370554,4.374189,-2.6665657,0.8214771,-3.5656486,-0.81645983,-1.1876333,-1.3403858,5.6362953,-0.6393809,4.889964,1.4796772,2.0985417,0.011389613,2.0505712,3.4853487,-4.349523
5.0086236,-0.90343815,-2.0930622,-3.1171033,0.35096705,0.25444,-1.6670859,-3.8620658,-0.797153,2.9051476,0.42630935,1.8602225,-0.43991494,-1.3737851,-0.68345475,4.408729,2.1129155,1.7221093,3.5574045,-3.5212836,-5.3461304,-1.6212735,-1.4881366,-2.1367679,-0.79189223,-1.3295586,9.426907,-2.1438098,-1.6277577,2.4167454,1.5390892,1.1561527,-4.5878754,-3.4509468,-0.42538357,-6.8787394,-0.89844656,-2.8988085,-0.028104722,2.9209676,-0.55062425,0.27106392,-2.723965,5.8825903,3.354136,-3.8182569,1.2356709,2.7616205,-0.4506405,-3.0181303,-2.1525736,-0.93590486,-1.4449236,5.3057413,1.3173535,-5.5674043,-1.5083299,4.541288,2.192533,-1.2464125,6.0225263,-3.970892,3.5317783,-5.1235514
-1.7595865,3.3519096,-0.39869973,-0.045956157,2.0115073,-2.8899887,-1.3251665,1.2900606,4.671108,0.050581962,-0.6922352,-0.71698296,1.4301813,4.300356,-4.062668,-2.2298174,2.808219,2.4594557,2.7379813,4.867393,3.863402,-5.3757496,2.772882,7.4297047,-1.8117377,0.74412405,1.2758226,-0.96032184,-1.8013463,0.6049949,-0.95359993,0.96712756,-2.966301,5.7426825,-5.698345,-0.8159911,1.2112933,2.6099162,-2.3431046,1.1959984,5.2568746,-1.524363,1.617733,-0.26552162,-0.037963986,-3.5614004,3.5317614,-0.7445946,3.2121296,-5.2456255,2.463078,-5.4767604,-2.9515023,-1.2698358,-0.9526928,-2.2464461,-1.7100866,-4.3064165,5.577395,2.382495,-1.7641127,1.2394037,0.6914331,-2.1307662
3.3550897,-0.3499831,-1.0037189,-2.425301,2.4632254,-0.17050159,-1.3805349,-2.025602,1.8927453,1.4938232,-0.27437627,0.8604597,-1.0216377,-0.8587608,-2.2042243,2.2049432,3.8948765,3.0860171,4.3522377,-1.7843316,-3.5267634,-3.8920846,-1.217935,1.1590573,-0.5621005,-1.2722192,8.163192,-2.6802979,-0.6377779,2.6217241,2.5710645,-0.5046857,-4.3105745,-1.6820534,-2.7336373,-6.72717,-1.1167328,-2.3930287,-1.5173681,2.282832,0.91261196,-1.4470797,-0.40071836,4.569541,3.3960166,-3.3667734,2.9042926,1.1204522,0.5284344,-3.3331823,-1.8028077,-2.9958177,-2.9638662,4.3926425,2.1020918,-7.2575426,-3.4831991,0.99420476,3.6898603,-0.6003439,4.6021276,-3.6237686,2.939682,-4.3428826
2.2047024,-3.2444541,-5.0560875,1.8389568,0.49636137,-2.1252732,5.052087,3.118915,2.2735066,3.9599583,-0.25721306,2.484881,-0.954478,5.4771056,-4.7375274,1.0615351,-3.152288,2.854947,-0.22061211,1.6996017,1.6010425,-0.35743454,-0.049537316,1.4528699,-1.7851481,-0.3826075,2.4304132,-1.1649268,2.1785998,-3.0918403,0.016352832,-1.6757712,1.1081767,0.14883232,-1.4316247,-2.6841757,0.3497428,2.6974044,-0.4041065,2.0918903,4.097652,-1.6866827,-4.884012,0.2737339,4.0402813,0.070644855,3.9539716,2.5635452,-0.3520049,0.4855409,-3.646474,-4.3474665,-1.553601,0.9894352,-2.054411,4.772332,-1.5863252,2.5284116,1.2675823,2.7011914,0.23073447,-1.5107543,1.1654173,-4.008449
5.4247093,0.68243086,-4.9375434,-4.204487,2.7624588,-0.1407759,-0.654173,-2.4801922,1.4791744,2.7939992,0.5599777,2.007017,1.4643466,1.0925332,-2.02609,2.504958,3.2712374,4.3903904,3.9994922,-2.0348172,-2.2495513,-4.7132673,0.14329958,-1.4577575,-1.0486692,-2.3265843,9.513516,-3.1832151,-0.90332854,3.5140278,1.5202218,0.11301148,-3.2161016,-0.84628755,-0.93159175,-6.855487,-0.088888645,-3.5092213,-0.39290768,3.2274375,1.6517584,-1.060692,-1.7292347,4.5552406,1.4744551,-4.592167,4.6074934,1.2803099,0.36713496,-4.708271,-0.5743608,-4.156581,-3.1984286,3.4050915,-0.52655935,-5.2024226,-2.3755512,2.1236944,3.6170964,1.9822786,5.3121557,-0.88442624,6.253925,-4.7903633
-0.66183853,-1.8647896,-1.0698186,1.7289248,3.0898323,-1.2263002,1.1131312,2.6668513,2.7439804,1.2025318,-2.0336318,1.1755987,-2.4210076,0.36196622,-2.8014174,0.07289058,1.7591648,2.7945523,1.4156165,0.3779707,-0.7903004,-1.750103,0.13951664,2.9343657,-1.2465336,1.2687348,3.324216,-2.690404,0.46177298,-0.4262147,0.70891654,-2.2461817,-2.3476164,0.2398386,-1.7400479,-1.9142351,-1.9529084,1.4309244,-0.828981,-0.20503157,2.6529698,-3.1510136,-1.4615006,1.0431238,3.7165287,-2.0233612,2.4070363,0.76180845,-1.6758965,0.28545427,-3.4955268,-2.2528186,-1.4783334,2.5649776,0.69507897,-2.342163,-2.4093657,0.24338502,1.6291591,-0.33974373,2.055937,-3.4380322,-1.2577515,-2.4741817
-3.033462,-3.3776488,2.8081284,8.714437,-5.1691613,-1.5099174,-1.4749563,-2.7751188,1.843709,-1.263937,3.9445348,-0.8699811,-5.5849285,8.443317,-0.104521036,4.095937,-3.3418188,-0.092767,-1.0963545,-2.0182424,-1.2370319,3.9628549,-0.5988128,4.565854,4.836397,1.176265,3.3812184,3.952276,-2.0981667,2.8775826,-5.1074395,5.1900797,-0.0027925987,1.8210738,-1.248247,0.59204376,-1.4959109,6.4631844,-0.090142965,1.2939483,5.9983406,6.4430227,-0.4058833,1.5698646,-0.63428,-2.941863,3.6151102,-6.9959736,-0.4226948,-2.3203874,0.09331781,-0.3697105,-2.2749107,-2.6962004,1.1583719,3.1582222,-5.1360025,-1.4112525,-3.0873451,-3.2838383,-7.0999284,1.3573136,-2.5335176,-3.4710374
3.3317623,-0.9083806,-4.2772074,-0.43933672,-4.4858813,-2.852705,1.3769664,0.1732583,1.6046505,1.2098272,3.44495,1.3713491,2.826182,9.050297,-3.4800076,1.6928624,-5.7229805,1.342264,-0.45573387,3.4030159,2.045905,1.8376691,2.551199,2.512192,-1.9255266,0.9476283,2.5320644,1.9487967,-4.992729,-1.4780083,-2.9636457,2.2359893,-0.2939256,6.2050934,-4.3768373,-0.23220363,4.0163593,2.8498135,0.6180152,6.3148203,5.713998,0.4136505,-1.8790109,1.9601548,-0.15563339,-2.8253343,0.6404835,-0.41449836,6.186209,-5.2134056,3.8861187,-4.1541877,-0.7155297,-2.59463,-3.2980838,4.8123417,0.45121068,3.1063828,2.200756,0.675365,1.0882436,4.0696936,1.068077,-2.254507
5.0650864,-0.9018839,-7.809515,-2.1017396,1.1384598,-1.2808632,3.5773706,0.76280504,1.1643909,4.764113,0.78787124,3.0503232,2.005321,4.990005,-3.4033058,2.0325134,-1.2725781,3.930847,1.3708934,-0.6058275,0.6739577,-2.2190232,1.2833931,-2.2406192,-2.3388858,-1.2600614,6.8975806,-2.0503807,0.30712605,0.48107684,-0.69605553,-0.09074634,-0.23754582,0.16791272,1.0626293,-4.1980443,0.8392112,-0.25706217,1.2174094,3.7037926,3.310389,-1.2482281,-4.4886694,1.7796714,1.9983488,-3.290237,4.418921,2.1844666,0.045921385,-2.8411856,-1.5958389,-4.3457193,-1.499057,1.159459,-3.542131,2.8949232,-0.06688607,3.3400578,1.9412897,3.8226447,3.3357277,0.6053106,5.3744993,-4.199123
3.80513,-3.0213842,-3.4907184,-0.28716624,0.51491416,-1.2296399,1.887221,0.21986777,0.0960612,3.223291,-0.16696209,3.8357198,-1.2356503,1.6122663,-3.2254481,3.310938,-1.186009,2.0674524,0.7139642,-2.251426,-2.7196722,0.07001954,0.82024467,-1.5785865,-2.6037946,0.5108658,6.4665713,-2.3685975,-0.90082604,-0.62924504,-0.78512913,-0.28384012,-3.034824,-0.499215,0.11762023,-3.2769685,-0.5649878,0.6077758,1.0430262,3.0308359,1.5108114,-1.5998766,-3.3383002,2.8448873,4.5635166,-2.4488773,0.5384879,1.6021626,-1.0706345,0.16137975,-3.6719308,-0.8022881,0.20700146,3.0835733,-0.93730813,0.104934335,-0.30654478,4.403554,0.8517863,-0.49732667,4.6632175,-1.9871254,0.65574235,-4.5486016
2.4056263,0.05054301,2.4611926,-3.0237265,-4.218341,2.5510821,-5.2880173,-4.837679,0.28670454,-3.6688857,5.64569,-1.6631702,0.96892333,-2.2656088,1.780015,1.2145183,4.710217,0.28924078,2.4689794,-2.713511,-3.7440484,-1.5111587,-0.7702283,1.8664536,4.1982327,-1.1021907,6.8792253,0.46206886,-0.18976903,4.093544,3.30912,2.1873808,-2.0065792,-2.305515,-1.9554058,-6.1805634,-3.5630047,-2.2689066,-6.659301,-0.39092788,-3.3902354,2.0574229,3.3388715,2.2249322,-0.9669993,-2.1557107,-1.3228885,-2.734381,0.84980905,-3.9660444,1.5807457,-2.0703979,-3.2656786,2.8398795,1.5551133,-6.665989,0.44953322,-1.9560293,5.3678045,-0.80727124,2.3208797,-1.0961775,0.29202616,-0.8183934
-0.4626385,-4.443419,0.7559733,2.8534377,1.810744,-2.3322556,1.575778,2.7657816,2.2179546,1.4082317,-1.9362669,1.8818899,-4.800768,1.0680151,-4.670219,0.6358363,0.7189286,1.8418163,1.1292986,0.53236055,-1.6080027,0.24588266,-0.8156682,3.7757268,-1.6769634,1.6775972,2.812477,-1.3848214,0.30296504,-2.3315656,0.9140477,-1.8224047,-2.9314215,-0.065240026,-3.2475412,-1.9353647,-1.5613217,2.9713554,-0.66241217,0.2680913,2.5323887,-3.5513966,-1.0297496,1.8399827,6.1095934,-0.25352493,0.58670825,0.85038924,-0.79113865,2.0437007,-4.1632466,-1.4188619,-0.86201996,2.6224785,2.0135994,-1.8503202,-3.0212603,1.0679016,1.9140496,-2.3311865,1.7416914,-4.7394667,-3.5210347,-3.985825
0.18877447,-2.122689,-3.1244526,1.8419182,2.5873075,-0.9724546,3.7019973,3.0524154,2.8261945,2.4782093,-0.97262,0.5645274,-1.2306811,3.0858276,-3.0684214,-0.4173773,-0.71294343,2.6366868,0.8158864,1.5929135,1.052862,-1.5594597,-1.19694,2.4842732,-0.87657875,-0.61644167,1.5940826,-1.1386099,2.6794186,-1.033674,1.2613001,-2.4166298,0.87407887,-0.8048855,-1.6123078,-2.6646264,-0.25645763,1.1709607,-1.1387926,0.14428347,3.4880261,-1.4687341,-3.9187818,0.0028754026,3.464033,0.18445912,4.1072197,2.5938766,-1.2808275,-0.047321185,-3.569424,-3.986344,-2.6137972,1.5870059,-0.21755737,1.5489585,-2.8186512,0.9809478,0.8998137,1.7844683,-0.13061917,-2.7466683,1.1507884,-2.613514
6.387822,0.6407646,-1.6965888,-5.287101,-3.967229,-2.6566143,-1.8403808,-4.8907566,-1.017873,2.550421,5.77349,2.1184452,4.9430985,6.856045,-3.3493629,3.8062222,-2.3601043,1.2478272,3.71627,1.7072927,-1.0681908,0.682524,-0.54151225,-1.1985188,-0.34809518,-1.5541428,3.5549202,3.098911,-5.5107384,1.9657247,-0.9906012,5.071511,-2.9659476,2.3812044,-4.6890903,-3.28685,5.627575,-1.8474637,2.414874,8.349945,4.473942,1.3617373,1.6037691,6.1832514,-0.6145254,-0.8007078,2.0651526,0.6036572,7.9059057,-6.081199,5.7541275,-5.0838194,-1.728384,-2.1504896,-0.6485851,-1.4076974,-0.47023094,3.2964065,4.33453,0.18933016,2.196785,5.364377,7.132447,-5.0631876
